--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
 51|DUGTRIO   |GROUND           |  35|  80|  50| 120|  50|  70|Cuerpo Puro | -          |Arena Fina (rare)
 52|MEOWTH    |NORMAL           |  40|  45|  35|  90|  40|  40|Entusiasmo  |Colector    |Garra Rápida (rare)
 53|PERSIAN   |NORMAL           |  65|  70|  60| 115|  65|  65|Entusiasmo  | -          |Garra Rápida (rare)
 54|PSYDUCK   |WATER            |  50|  52|  48|  55|  65|  50|Resquicio   | -          |
 55|GOLDUCK   |WATER            |  80|  82|  78|  85|  95|  80|Adaptable   | -          |
 56|MANKEY    |FIGHTING         |  40|  80|  35|  70|  35|  45|Ausente     |Gran Encanto|Baya Payapa (rare)
 57|PRIMEAPE  |FIGHTING         |  65| 105|  60|  95|  60|  70|Escama Esp. |Ventosas    |Baya Payapa (rare)
 58|GROWLITHE |FIRE             |  55|  70|  45|  60|  70|  50|Rastro      |Elec. Estát.|Baya Safre (100%)
 59|ARCANINE  |FIRE             |  90| 110|  80|  95| 100|  80|Chorro Arena|Tumbos      |Baya Safre (100%)
 60|POLIWAG   |WATER            |  40|  50|  40|  90|  40|  40|Nado Rápido | -          |
 61|POLIWHIRL |WATER            |  65|  65|  65|  90|  50|  50|Filtro      | -          |Roca del Rey (rare)
 62|POLIWRATH |WATER/FIGHTING   |  90|  85|  95|  70|  70|  90|Poder Solar | -          |Roca del Rey (rare)
 63|ABRA      |PSYCHIC          |  25|  20|  15|  90| 105|  55|Polvo Escudo| -          |Cuchara Tor (rare)
 64|KADABRA   |PSYCHIC          |  40|  35|  30| 105| 120|  70|Agallas     |Adaptable   |Cuchara Tor (rare)
 65|ALAKAZAM  |PSYCHIC          |  55|  50|  45| 120| 135|  85|Imán        | -          |Cuchara Tor (rare)
 66|MACHOP    |FIGHTING         |  70|  80|  50|  35|  35|  35|Nevada      |Escudo Magma|
 67|MACHOKE   |FIGHTING         |  80| 100|  70|  45|  50|  60|Robustez    | -          |
 68|MACHAMP   |FIGHTING         |  90| 130|  80|  55|  65|  85|Puño Férreo | -          |
 69|BELLSPROUT|GRASS/POISON     |  50|  75|  35|  40|  70|  30|Impulso     | -          |
 70|WEEPINBELL|GRASS/POISON     |  65|  90|  50|  55|  85|  45|Gran Encanto| -          |
 71|VICTREEBEL|GRASS/POISON     |  80| 105|  65|  70| 100|  60|Nevada      | -          |
 72|TENTACOOL |WATER/POISON     |  40|  40|  35|  70|  50| 100|Viscosidad  | -          |Flecha Ven. (rare)
 73|TENTACRUEL|WATER/POISON     |  80|  70|  65| 100|  80| 120|Gran Encanto|Viscosidad  |Flecha Ven. (rare)
 74|GEODUDE   |ROCK/GROUND      |  40|  80| 100|  20|  30|  30|Inmunidad   | -          |Piedraeterna (rare)
 75|GRAVELER  |ROCK/GROUND      |  55|  95| 115|  35|  45|  45|Insomnio    | -          |Piedraeterna (rare)
 76|GOLEM     |ROCK/GROUND      |  80| 110| 130|  45|  55|  65|Inmunidad   |Rezagado    |Piedraeterna (rare)
 77|PONYTA    |FIRE             |  50|  85|  55|  90|  65|  65|Rivalidad   |Francotirad.|Baya Acardo (rare)
 78|RAPIDASH  |FIRE             |  65| 100|  70| 105|  80|  80|Chorro Arena| -          |Baya Acardo (rare)
 79|SLOWPOKE  |WATER/PSYCHIC    |  90|  65|  65|  15|  40|  40|Nado Rápido | -          |Cola Plúmbea (rare)
 80|SLOWBRO   |WATER/PSYCHIC    |  95|  75| 110|  30| 100|  80|Nevada      |Experto     |Roca del Rey (rare)
 81|MAGNEMITE |ELECTRIC/STEEL   |  25|  35|  70|  45|  95|  55|Liviano     |Mal Sueño   |Rev.metálico (rare)
 82|MAGNETON  |ELECTRIC/STEEL   |  50|  60|  95|  70| 120|  70|Filtro      | -          |Rev.metálico (rare)
 83|FARFETCH’D|NORMAL/FLYING    |  52|  65|  55|  60|  58|  62|Anticipación| -          |Palo (rare)
 84|DODUO     |NORMAL/FLYING    |  35|  85|  45|  75|  35|  35|Mudar       | -          |Pico Afilado (rare)
 85|DODRIO    |NORMAL/FLYING    |  60| 110|  70| 100|  60|  60|Trampa Arena| -          |Pico Afilado (rare)
 86|SEEL      |WATER            |  65|  45|  55|  45|  45|  70|Llovizna    | -          |
 87|DEWGONG   |WATER/ICE        |  90|  70|  80|  70|  70|  95|Hedor       |Ventosas    |
 88|GRIMER    |POISON           |  80|  80|  50|  25|  40|  50|Inicio Lento| -          |Pepita (rare)
 89|MUK       |POISON           | 105| 105|  75|  50|  65| 100|Puño Férreo | -          |Pepita (rare)
 90|SHELLDER  |WATER            |  30|  65| 100|  40|  45|  25|Pararrayos  | -          |Perla (common), Perla Grande (rare)
 91|CLOYSTER  |WATER/ICE        |  50|  95| 180|  70|  85|  45|Absor. Agua |Experto     |Perla (common), Perla Grande (rare)
 92|GASTLY    |GHOST/POISON     |  30|  35|  30|  80| 100|  35|Bucle Aire  | -          |
 93|HAUNTER   |GHOST/POISON     |  45|  50|  45|  95| 115|  55|Imán        |Mal Sueño   |
 94|GENGAR    |GHOST/POISON     |  60|  65|  60| 110| 130|  75|Hidratación | -          |
 95|ONIX      |ROCK/GROUND      |  35|  45| 160|  70|  30|  45|Alerta      | -          |
 96|DROWZEE   |PSYCHIC          |  60|  48|  45|  42|  43|  90|Ignífugo    |Insomnio    |
 97|HYPNO     |PSYCHIC          |  85|  73|  70|  67|  73| 115|Vista Lince |Encadenado  |
 98|KRABBY    |WATER            |  30| 105|  90|  50|  25|  25|Liviano     |Escudo Magma|
 99|KINGLER   |WATER            |  55| 130| 115|  75|  50|  50|Ritmo Propio| -          |
100|VOLTORB   |ELECTRIC         |  40|  30|  50| 100|  55|  55|Presión     |Armad. Bat. |
101|ELECTRODE |ELECTRIC         |  60|  50|  70| 140|  80|  80|Anticipación| -          |
102|EXEGGCUTE |GRASS/PSYCHIC    |  60|  40|  80|  40|  60|  45|Pies Rápidos| -          |
103|EXEGGUTOR |GRASS/PSYCHIC    |  95|  95|  85|  55| 125|  65|Absor. Fuego| -          |
104|CUBONE    |GROUND           |  50|  50|  95|  35|  40|  50|Recogemiel  |Puño Férreo |Hueso Grueso (rare)
105|MAROWAK   |GROUND           |  60|  80| 110|  45|  50|  80|Cuerpo Puro |Caparazón   |Hueso Grueso (rare)
106|HITMONLEE |FIGHTING         |  50| 120|  53|  87|  35| 110|Intrépido   |Rompemoldes |
107|HITMONCHAN|FIGHTING         |  50| 105|  79|  76|  35| 110|Hidratación | -          |
108|LICKITUNG |NORMAL           |  90|  55|  75|  30|  60|  75|Inmunidad   |Sebo        |Cola Plúmbea (rare)
109|KOFFING   |POISON           |  40|  65|  95|  35|  60|  45|Llovizna    |Multitipo   |Bola Humo (rare)
110|WEEZING   |POISON           |  65|  90| 120|  60|  85|  70|Madrugar    | -          |Bola Humo (rare)
111|RHYHORN   |GROUND/ROCK      |  80|  85|  95|  25|  30|  30|Torrente    | -          |
112|RHYDON    |GROUND/ROCK      | 105| 130| 120|  40|  45|  45|Lodo Líquido|Electromotor|
113|CHANSEY   |NORMAL           | 250|   5|   5|  50|  35| 105|Gélido      |Cuerpo Puro |Piedra Oval (common), Huevo Suerte (rare)
114|TANGELA   |GRASS            |  65|  55| 115|  60| 100|  40|Flexibilidad|Energía Pura|
115|KANGASKHAN|NORMAL           | 105|  95|  80|  90|  40|  80|Lodo Líquido| -          |
116|HORSEA    |WATER            |  30|  40|  70|  60|  70|  25|Intrépido   |Inicio Lento|Escamadragón (rare)
117|SEADRA    |WATER            |  55|  65|  95|  85|  95|  45|Afortunado  |Bucle Aire  |Escamadragón (rare)
118|GOLDEEN   |WATER            |  45|  67|  60|  63|  35|  50|Elec. Estát.|Rompemoldes |
119|SEAKING   |WATER            |  80|  92|  65|  68|  65|  80|Impasible   |Tumbos      |
120|STARYU    |WATER            |  30|  45|  55|  85|  70|  55|Escudo Magma|Impulso     |Polvoestelar (common), Tr. Estrella (rare)
121|STARMIE   |WATER/PSYCHIC    |  60|  75|  85| 115| 100|  85|Levitación  |Intimidación|Polvoestelar (common), Tr. Estrella (rare)
122|MR. MIME  |PSYCHIC          |  40|  45|  65|  90| 100| 120|Alerta      | -          |Baya Zanama (rare)
123|SCYTHER   |BUG/FLYING       |  70| 110|  80| 105|  55|  80|Mar Llamas  | -          |
124|JYNX      |ICE/PSYCHIC      |  65|  50|  35|  95| 115|  95|Ritmo Propio|Velo Agua   |Baya Perasi (100%)
125|ELECTABUZZ|ELECTRIC         |  65|  83|  57| 105|  95|  85|Foco Interno| -          |Electrizador (rare)
126|MAGMAR    |FIRE             |  65|  95|  57|  93| 100|  85|Dicha       |Nevada      |Magmatizador (rare)
127|PINSIR    |BUG              |  65| 125| 100|  85|  55|  70|Encadenado  | -          |
128|TAUROS    |NORMAL           |  75| 100|  95| 110|  40|  70|Impasible   |Antídoto    |
129|MAGIKARP  |WATER            |  20|  10|  55|  80|  15|  20|Piel Seca   | -          |
130|GYARADOS  |WATER/FLYING     |  95| 125|  79|  81|  60| 100|Rastro      | -          |
131|LAPRAS    |WATER/ICE        | 130|  85|  80|  60|  85|  95|Muro Mágico | -          |
132|DITTO     |NORMAL           |  48|  48|  48|  48|  48|  48|Poder Solar |Escama Esp. |Polvo Veloz (common), Pol.metálico (rare)
133|EEVEE     |NORMAL           |  55|  55|  50|  55|  45|  65|Absor. Agua |Gran Encanto|
134|VAPOREON  |WATER            | 130|  65|  60|  65| 110|  95|Simple      | -          |
135|JOLTEON   |ELECTRIC         |  65|  65|  60| 130| 110|  95|Gran Encanto|Presión     |
136|FLAREON   |FIRE             |  65| 130|  60|  65|  95| 110|Insonorizar |Espír. Vital|
137|PORYGON   |NORMAL           |  65|  60|  70|  40|  85|  75|Presión     | -          |
138|OMANYTE   |ROCK/WATER       |  35|  40| 100|  35|  90|  55|Robustez    | -          |
139|OMASTAR   |ROCK/WATER       |  70|  60| 125|  55| 115|  70|Entusiasmo  |Presión     |
140|KABUTO    |ROCK/WATER       |  30|  80|  90|  55|  55|  45|Mudar       | -          |
141|KABUTOPS  |ROCK/WATER       |  60| 115| 105|  80|  65|  70|Escudo Magma|Ausente     |
142|AERODACTYL|ROCK/FLYING      |  80| 105|  65| 130|  60|  75|Sombratrampa| -          |
143|SNORLAX   |NORMAL           | 160| 110|  65|  30|  65| 110|Imán        | -          |Restos (100%)
144|ARTICUNO  |ICE/FLYING       |  90|  85| 100|  85|  95| 125|Ojocompuesto|Absor. Elec.|
145|ZAPDOS    |ELECTRIC/FLYING  |  90|  90|  85| 100| 125|  90|Cromolente  | -          |
146|MOLTRES   |FIRE/FLYING      |  90| 100|  90|  90| 125|  85|Robustez    | -          |
147|DRATINI   |DRAGON           |  41|  64|  45|  50|  50|  50|Humedad     | -          |Escamadragón (rare)
148|DRAGONAIR |DRAGON           |  61|  84|  65|  70|  70|  70|Foco Interno|Ojocompuesto|Escamadragón (rare)
149|DRAGONITE |DRAGON/FLYING    |  91| 134|  95|  80| 100| 100|Nado Rápido |Insonorizar |Escamadragón (rare)
150|MEWTWO    |PSYCHIC          | 106| 110|  90| 130| 154|  90|Efec. Espora|Puño Férreo |
151|MEW       |PSYCHIC          | 100| 100| 100| 100| 100| 100|Nevada      |Francotirad.|Baya Ziuela (100%)
152|CHIKORITA |GRASS            |  45|  49|  65|  45|  49|  65|Piel Seca   | -          |
153|BAYLEEF   |GRASS            |  60|  62|  80|  60|  63|  80|Rompemoldes | -          |
154|MEGANIUM  |GRASS            |  80|  82| 100|  80|  83| 100|Insomnio    | -          |
155|CYNDAQUIL |FIRE             |  39|  52|  43|  65|  60|  50|Zoquete     | -          |
156|QUILAVA   |FIRE             |  58|  64|  58|  80|  80|  65|Aclimatación| -          |
157|TYPHLOSION|FIRE             |  78|  84|  78| 100| 109|  85|Insonorizar | -          |
158|TOTODILE  |WATER            |  50|  65|  64|  43|  44|  48|Rastro      |Electromotor|
159|CROCONAW  |WATER            |  65|  80|  80|  58|  59|  63|Escudo Magma|Sequía      |
160|FERALIGATR|WATER            |  85| 105| 100|  78|  79|  83|Colector    | -          |
161|SENTRET   |NORMAL           |  35|  46|  34|  20|  35|  45|Sincronía   |Hidratación |Baya Aranja (rare)
162|FURRET    |NORMAL           |  85|  76|  64|  90|  45|  55|Filtro      | -          |Baya Aranja (common), Baya Zidra (rare)
163|HOOTHOOT  |NORMAL/FLYING    |  60|  30|  30|  50|  36|  56|Predicción  | -          |
164|NOCTOWL   |NORMAL/FLYING    | 100|  50|  50|  70|  76|  96|Tumbos      |Humedad     |
165|LEDYBA    |BUG/FLYING       |  40|  20|  30|  55|  40|  80|Afortunado  | -          |
166|LEDIAN    |BUG/FLYING       |  55|  35|  50|  85|  55| 110|Piel Tosca  |Ignorante   |
167|SPINARAK  |BUG/POISON       |  40|  60|  40|  30|  40|  40|Imán        | -          |
168|ARIADOS   |BUG/POISON       |  70|  90|  70|  40|  60|  60|Predicción  |Colector    |
169|CROBAT    |POISON/FLYING    |  85|  90|  80| 130|  70|  80|Chorro Arena| -          |
170|CHINCHOU  |WATER/ELECTRIC   |  75|  38|  38|  67|  56|  56|Hedor       |Multitipo   |Escama Mar. (rare)
171|LANTURN   |WATER/ELECTRIC   | 125|  58|  58|  67|  76|  76|Gran Encanto| -          |Escama Mar. (rare)
172|PICHU     |ELECTRIC         |  20|  40|  15|  60|  35|  35|Multitipo   | -          |Baya Aranja (rare)
173|CLEFFA    |NORMAL           |  50|  25|  28|  15|  45|  55|Nado Rápido | -          |Baya Zanama (common), Piedra Lunar (rare)
174|IGGLYBUFF |NORMAL           |  90|  30|  15|  15|  40|  20|Resquicio   | -          |
175|TOGEPI    |NORMAL           |  35|  20|  65|  20|  40|  65|Menos       | -          |
176|TOGETIC   |NORMAL/FLYING    |  55|  40|  85|  40|  80| 105|Punto Tóxico|Pararrayos  |
177|NATU      |PSYCHIC/FLYING   |  40|  50|  45|  70|  70|  45|Llovizna    |Cambio Color|
178|XATU      |PSYCHIC/FLYING   |  65|  75|  70|  95|  95|  70|Rompemoldes |Polvo Escudo|
179|MAREEP    |ELECTRIC         |  55|  40|  40|  35|  65|  45|Gula        | -          |
180|FLAAFFY   |ELECTRIC         |  70|  55|  55|  45|  80|  60|Intimidación|Piel Tosca  |
181|AMPHAROS  |ELECTRIC         |  90|  75|  75|  55| 115|  90|Absor. Agua |Efec. Espora|
182|BELLOSSOM |GRASS            |  75|  80|  85|  50|  90| 100|Trampa Arena| -          |
183|MARILL    |WATER            |  70|  20|  50|  40|  20|  50|Dicha       | -          |
184|AZUMARILL |WATER            | 100|  50|  80|  50|  50|  80|Menos       |Elec. Estát.|
185|SUDOWOODO |ROCK             |  70| 100| 115|  30|  30|  65|Tumbos      |Gélido      |
186|POLITOED  |WATER            |  90|  75|  75|  70|  90| 100|Experto     | -          |Roca del Rey (rare)
187|HOPPIP    |GRASS/FLYING     |  35|  35|  40|  50|  35|  55|Absor. Agua |Mar Llamas  |
188|SKIPLOOM  |GRASS/FLYING     |  55|  45|  50|  80|  45|  65|Filtro      | -          |
189|JUMPLUFF  |GRASS/FLYING     |  75|  55|  70| 110|  55|  85|Menos       | -          |
190|AIPOM     |NORMAL           |  55|  70|  55|  85|  40|  55|Predicción  |Rompemoldes |
191|SUNKERN   |GRASS            |  30|  30|  30|  30|  30|  30|Gran Encanto|Energía Pura|Baya Kouba (rare)
192|SUNFLORA  |GRASS            |  75|  75|  55|  30| 105|  85|Más         | -          |
193|YANMA     |BUG/FLYING       |  65|  65|  45|  95|  75|  45|Enjambre    | -          |Lupa (rare)
194|WOOPER    |WATER/GROUND     |  55|  45|  45|  15|  25|  25|Zoquete     | -          |
195|QUAGSIRE  |WATER/GROUND     |  95|  85|  85|  35|  65|  65|Espír. Vital|Humo Blanco |
196|ESPEON    |PSYCHIC          |  65|  65|  60| 110| 130|  95|Recogemiel  | -          |
197|UMBREON   |DARK             |  95|  65| 110|  65|  60| 130|Torrente    | -          |
198|MURKROW   |DARK/FLYING      |  60|  85|  42|  91|  85|  42|Pies Rápidos|Cuerpo Puro |
199|SLOWKING  |WATER/PSYCHIC    |  95|  75|  80|  30| 100| 110|Antídoto    | -          |Roca del Rey (rare)
200|MISDREAVUS|GHOST            |  60|  60|  60|  85|  85|  85|Nevada      |Presión     |
201|UNOWN     |PSYCHIC          |  48|  72|  48|  48|  72|  48|Ojocompuesto| -          |
202|WOBBUFFET |PSYCHIC          | 190|  33|  58|  33|  33|  58|Energía Pura| -          |
203|GIRAFARIG |NORMAL/PSYCHIC   |  70|  80|  65|  85|  90|  65|Ignorante   | -          |Baya Caquic (rare)
204|PINECO    |BUG              |  50|  65|  90|  15|  35|  35|Afortunado  | -          |
205|FORRETRESS|BUG/STEEL        |  75|  90| 140|  40|  60|  60|Cambio Color| -          |
206|DUNSPARCE |NORMAL           | 100|  70|  70|  45|  65|  65|Lodo Líquido| -          |
207|GLIGAR    |GROUND/FLYING    |  65|  75| 105|  85|  35|  65|Llovizna    | -          |
208|STEELIX   |STEEL/GROUND     |  75|  85| 200|  30|  55|  65|Más         | -          |Rev.metálico (rare)
209|SNUBBULL  |NORMAL           |  60|  80|  50|  30|  40|  40|Piel Seca   |Despiste    |
210|GRANBULL  |NORMAL           |  90| 120|  75|  45|  60|  60|Cuerpo Puro |Anticipación|
211|QWILFISH  |WATER/POISON     |  65|  95|  75|  85|  55|  55|Imán        | -          |Flecha Ven. (rare)
212|SCIZOR    |BUG/STEEL        |  70| 130| 100|  65|  55|  80|Piel Tosca  |Rastro      |
213|SHUCKLE   |BUG/ROCK         |  20|  10| 230|   5|  10| 230|Imán        |Elec. Estát.|Baya Aranja (100%)
214|HERACROSS |BUG/FIGHTING     |  80| 125|  75|  85|  40|  95|Humo Blanco | -          |
215|SNEASEL   |DARK/ICE         |  55|  95|  55| 115|  35|  75|Inicio Lento|Impulso     |Garra Garfio (common), Garra Rápida (rare)
216|TEDDIURSA |NORMAL           |  60|  80|  50|  40|  50|  50|Liviano     |Recogida    |
217|URSARING  |NORMAL           |  90| 130|  75|  55|  75|  75|Rompemoldes |Más         |
218|SLUGMA    |FIRE             |  40|  40|  40|  20|  70|  40|Cabeza Roca |Velo Arena  |
219|MAGCARGO  |FIRE/ROCK        |  50|  50| 120|  30|  80|  80|Inicio Lento| -          |
220|SWINUB    |ICE/GROUND       |  50|  50|  40|  50|  30|  30|Tumbos      |Absor. Elec.|
221|PILOSWINE |ICE/GROUND       | 100| 100|  80|  50|  60|  60|Recogida    |Imán        |
222|CORSOLA   |WATER/ROCK       |  55|  55|  85|  35|  65|  85|Armad. Bat. |Gélido      |Piedra Dura (rare)
223|REMORAID  |WATER            |  35|  65|  35|  65|  65|  35|Tumbos      |Humedad     |
224|OCTILLERY |WATER            |  75| 105|  75|  45| 105|  75|Experto     |Clorofila   |
225|DELIBIRD  |ICE/FLYING       |  45|  55|  45|  75|  65|  45|Anticipación| -          |
226|MANTINE   |WATER/FLYING     |  65|  40|  70|  70|  80| 140|Liviano     |Armad. Bat. |
227|SKARMORY  |STEEL/FLYING     |  65|  80| 140|  70|  40|  70|Foco Interno|Cuerpo Puro |
228|HOUNDOUR  |DARK/FIRE        |  45|  60|  30|  65|  80|  50|Velo Agua   |Espír. Vital|
229|HOUNDOOM  |DARK/FIRE        |  75|  90|  50|  95| 110|  80|Humedad     | -          |
230|KINGDRA   |WATER/DRAGON     |  75|  95|  95|  85|  95|  95|Fuga        |Mal Sueño   |Escamadragón (rare)
231|PHANPY    |GROUND           |  90|  60|  60|  40|  40|  40|Absor. Elec.|Gula        |Baya Pasio (rare)
232|DONPHAN   |GROUND           |  90| 120| 120|  50|  60|  60|Torrente    |Espesura    |Baya Pasio (rare)
233|PORYGON2  |NORMAL           |  85|  80|  90|  60| 105|  95|Insomnio    |Descarga    |
234|STANTLER  |NORMAL           |  73|  95|  62|  85|  85|  65|Irascible   |Rivalidad   |
235|SMEARGLE  |NORMAL           |  55|  20|  35|  75|  20|  45|Cabeza Roca | -          |
236|TYROGUE   |FIGHTING         |  35|  35|  35|  35|  35|  35|Colector    | -          |
237|HITMONTOP |FIGHTING         |  50|  95|  95|  70|  35| 110|Escudo Magma|Irascible   |
238|SMOOCHUM  |ICE/PSYCHIC      |  45|  30|  15|  65|  85|  65|Descarga    |Poder Solar |Baya Perasi (100%)
239|ELEKID    |ELECTRIC         |  45|  63|  37|  95|  65|  55|Simple      | -          |Electrizador (rare)
240|MAGBY     |FIRE             |  45|  75|  37|  83|  70|  55|Cambio Color| -          |Magmatizador (rare)
241|MILTANK   |NORMAL           |  95|  80| 105| 100|  40|  70|Sombratrampa| -          |Leche Mu-mu (100%)
242|BLISSEY   |NORMAL           | 255|  10|  10|  55|  75| 135|Encadenado  |Impasible   |Piedra Oval (common), Huevo Suerte (rare)
243|RAIKOU    |ELECTRIC         |  90|  85|  75| 115| 115| 100|Enjambre    | -          |
244|ENTEI     |FIRE             | 115| 115|  85| 100|  90|  75|Cabeza Roca |Piel Tosca  |
245|SUICUNE   |WATER            | 100|  75| 115|  85|  90| 115|Insomnio    |Irascible   |
246|LARVITAR  |ROCK/GROUND      |  50|  64|  50|  41|  45|  50|Rivalidad   |Simple      |
247|PUPITAR   |ROCK/GROUND      |  70|  84|  70|  51|  65|  70|Poder Solar |Rompemoldes |
248|TYRANITAR |ROCK/DARK        | 100| 134| 110|  61|  95| 100|Lodo Líquido| -          |
249|LUGIA     |PSYCHIC/FLYING   | 106|  90| 130| 110|  90| 154|Humedad     | -          |
250|HO-OH     |FIRE/FLYING      | 106| 130|  90|  90| 110| 154|Imán        | -          |Cen. Sagrada (100%)
251|CELEBI    |PSYCHIC/GRASS    | 100| 100| 100| 100| 100| 100|Vista Lince | -          |Baya Ziuela (100%)
252|TREECKO   |GRASS            |  40|  45|  35|  70|  65|  55|Ojocompuesto|Armad. Bat. |
253|GROVYLE   |GRASS            |  50|  65|  45|  95|  85|  65|Experto     | -          |
254|SCEPTILE  |GRASS            |  70|  85|  65| 120| 105|  85|Inmunidad   |Normalidad  |
