--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
132|DITTO     |NORMAL           |  48|  48|  48|  48|  48|  48|Insomnio    |Roca Sólida |Polvo Veloz (common), Pol.metálico (rare)
133|EEVEE     |NORMAL           |  55|  55|  50|  55|  45|  65|Multitipo   | -          |
134|VAPOREON  |WATER            | 130|  65|  60|  65| 110|  95|Hedor       |Inmunidad   |
135|JOLTEON   |ELECTRIC         |  65|  65|  60| 130| 110|  95|Electromotor|Levitación  |
136|FLAREON   |FIRE             |  65| 130|  60|  65|  95| 110|Intrépido   | -          |
137|PORYGON   |NORMAL           |  65|  60|  70|  40|  85|  75|Entusiasmo  |Efec. Espora|
138|OMANYTE   |ROCK/WATER       |  35|  40| 100|  35|  90|  55|Vista Lince | -          |
139|OMASTAR   |ROCK/WATER       |  70|  60| 125|  55| 115|  70|Piel Tosca  |Poder Solar |
140|KABUTO    |ROCK/WATER       |  30|  80|  90|  55|  55|  45|Liviano     | -          |
141|KABUTOPS  |ROCK/WATER       |  60| 115| 105|  80|  65|  70|Gula        | -          |
142|AERODACTYL|ROCK/FLYING      |  80| 105|  65| 130|  60|  75|Cambio Color| -          |
143|SNORLAX   |NORMAL           | 160| 110|  65|  30|  65| 110|Pies Rápidos| -          |Restos (100%)
144|ARTICUNO  |ICE/FLYING       |  90|  85| 100|  85|  95| 125|Electromotor|Nado Rápido |
145|ZAPDOS    |ELECTRIC/FLYING  |  90|  90|  85| 100| 125|  90|Menos       |Intrépido   |
146|MOLTRES   |FIRE/FLYING      |  90| 100|  90|  90| 125|  85|Muro Mágico | -          |
147|DRATINI   |DRAGON           |  41|  64|  45|  50|  50|  50|Cuerpo Puro | -          |Escamadragón (rare)
148|DRAGONAIR |DRAGON           |  61|  84|  65|  70|  70|  70|Absor. Agua |Inmunidad   |Escamadragón (rare)
149|DRAGONITE |DRAGON/FLYING    |  91| 134|  95|  80| 100| 100|Enjambre    | -          |Escamadragón (rare)
150|MEWTWO    |PSYCHIC          | 106| 110|  90| 130| 154|  90|Encadenado  |Audaz       |
151|MEW       |PSYCHIC          | 100| 100| 100| 100| 100| 100|Menos       | -          |Baya Ziuela (100%)
152|CHIKORITA |GRASS            |  45|  49|  65|  45|  49|  65|Absor. Agua | -          |
153|BAYLEEF   |GRASS            |  60|  62|  80|  60|  63|  80|Pararrayos  | -          |
154|MEGANIUM  |GRASS            |  80|  82| 100|  80|  83| 100|Armad. Bat. | -          |
155|CYNDAQUIL |FIRE             |  39|  52|  43|  65|  60|  50|Escudo Magma| -          |
156|QUILAVA   |FIRE             |  58|  64|  58|  80|  80|  65|Más         | -          |
157|TYPHLOSION|FIRE             |  78|  84|  78| 100| 109|  85|Intrépido   | -          |
158|TOTODILE  |WATER            |  50|  65|  64|  43|  44|  48|Humedad     | -          |
159|CROCONAW  |WATER            |  65|  80|  80|  58|  59|  63|Efec. Espora|Cura Lluvia |
160|FERALIGATR|WATER            |  85| 105| 100|  78|  79|  83|Menos       | -          |
161|SENTRET   |NORMAL           |  35|  46|  34|  20|  35|  45|Ignífugo    |Ventosas    |Baya Aranja (rare)
162|FURRET    |NORMAL           |  85|  76|  64|  90|  45|  55|Ritmo Propio|Cacheo      |Baya Aranja (common), Baya Zidra (rare)
163|HOOTHOOT  |NORMAL/FLYING    |  60|  30|  30|  50|  36|  56|Clorofila   |Defensa Hoja|
164|NOCTOWL   |NORMAL/FLYING    | 100|  50|  50|  70|  76|  96|Espír. Vital|Dicha       |
165|LEDYBA    |BUG/FLYING       |  40|  20|  30|  55|  40|  80|Vista Lince | -          |
166|LEDIAN    |BUG/FLYING       |  55|  35|  50|  85|  55| 110|Vista Lince |Flexibilidad|
167|SPINARAK  |BUG/POISON       |  40|  60|  40|  30|  40|  40|Corte Fuerte| -          |
168|ARIADOS   |BUG/POISON       |  70|  90|  70|  40|  60|  60|Ignífugo    | -          |
169|CROBAT    |POISON/FLYING    |  85|  90|  80| 130|  70|  80|Escudo Magma|Poder Solar |
170|CHINCHOU  |WATER/ELECTRIC   |  75|  38|  38|  67|  56|  56|Imán        | -          |Escama Mar. (rare)
171|LANTURN   |WATER/ELECTRIC   | 125|  58|  58|  67|  76|  76|Ritmo Propio|Inmunidad   |Escama Mar. (rare)
172|PICHU     |ELECTRIC         |  20|  40|  15|  60|  35|  35|Despiste    | -          |Baya Aranja (rare)
173|CLEFFA    |NORMAL           |  50|  25|  28|  15|  45|  55|Entusiasmo  |Polvo Escudo|Baya Zanama (common), Piedra Lunar (rare)
174|IGGLYBUFF |NORMAL           |  90|  30|  15|  15|  40|  20|Absor. Elec.|Menos       |
175|TOGEPI    |NORMAL           |  35|  20|  65|  20|  40|  65|Defensa Hoja|Rompemoldes |
176|TOGETIC   |NORMAL/FLYING    |  55|  40|  85|  40|  80| 105|Elec. Estát.| -          |
177|NATU      |PSYCHIC/FLYING   |  40|  50|  45|  70|  70|  45|Mar Llamas  |Más         |
178|XATU      |PSYCHIC/FLYING   |  65|  75|  70|  95|  95|  70|Resquicio   | -          |
179|MAREEP    |ELECTRIC         |  55|  40|  40|  35|  65|  45|Indefenso   |Afortunado  |
180|FLAAFFY   |ELECTRIC         |  70|  55|  55|  45|  80|  60|Rastro      |Punto Tóxico|
181|AMPHAROS  |ELECTRIC         |  90|  75|  75|  55| 115|  90|Chorro Arena| -          |
182|BELLOSSOM |GRASS            |  75|  80|  85|  50|  90| 100|Elec. Estát.| -          |
183|MARILL    |WATER            |  70|  20|  50|  40|  20|  50|Ritmo Propio|Roca Sólida |
184|AZUMARILL |WATER            | 100|  50|  80|  50|  50|  80|Don Floral  | -          |
185|SUDOWOODO |ROCK             |  70| 100| 115|  30|  30|  65|Pies Rápidos|Audaz       |
186|POLITOED  |WATER            |  90|  75|  75|  70|  90| 100|Encadenado  |Impasible   |Roca del Rey (rare)
187|HOPPIP    |GRASS/FLYING     |  35|  35|  40|  50|  35|  55|Humo Blanco |Muro Mágico |
188|SKIPLOOM  |GRASS/FLYING     |  55|  45|  50|  80|  45|  65|Tumbos      | -          |
189|JUMPLUFF  |GRASS/FLYING     |  75|  55|  70| 110|  55|  85|Cabeza Roca |Tumbos      |
190|AIPOM     |NORMAL           |  55|  70|  55|  85|  40|  55|Espesura    |Tumbos      |
191|SUNKERN   |GRASS            |  30|  30|  30|  30|  30|  30|Iluminación |Sombratrampa|Baya Kouba (rare)
192|SUNFLORA  |GRASS            |  75|  75|  55|  30| 105|  85|Pies Rápidos| -          |
193|YANMA     |BUG/FLYING       |  65|  65|  45|  95|  75|  45|Sequía      | -          |Lupa (rare)
194|WOOPER    |WATER/GROUND     |  55|  45|  45|  15|  25|  25|Ignorante   | -          |
195|QUAGSIRE  |WATER/GROUND     |  95|  85|  85|  35|  65|  65|Roca Sólida |Absor. Agua |
196|ESPEON    |PSYCHIC          |  65|  65|  60| 110| 130|  95|Descarga    | -          |
197|UMBREON   |DARK             |  95|  65| 110|  65|  60| 130|Gran Encanto| -          |
198|MURKROW   |DARK/FLYING      |  60|  85|  42|  91|  85|  42|Viscosidad  | -          |
199|SLOWKING  |WATER/PSYCHIC    |  95|  75|  80|  30| 100| 110|Poder Solar |Insomnio    |Roca del Rey (rare)
200|MISDREAVUS|GHOST            |  60|  60|  60|  85|  85|  85|Foco Interno| -          |
201|UNOWN     |PSYCHIC          |  48|  72|  48|  48|  72|  48|Escama Esp. | -          |
202|WOBBUFFET |PSYCHIC          | 190|  33|  58|  33|  33|  58|Despiste    | -          |
203|GIRAFARIG |NORMAL/PSYCHIC   |  70|  80|  65|  85|  90|  65|Rompemoldes |Levitación  |Baya Caquic (rare)
204|PINECO    |BUG              |  50|  65|  90|  15|  35|  35|Liviano     | -          |
205|FORRETRESS|BUG/STEEL        |  75|  90| 140|  40|  60|  60|Cura Lluvia | -          |
206|DUNSPARCE |NORMAL           | 100|  70|  70|  45|  65|  65|Efec. Espora|Normalidad  |
207|GLIGAR    |GROUND/FLYING    |  65|  75| 105|  85|  35|  65|Muro Mágico |Escudo Magma|
208|STEELIX   |STEEL/GROUND     |  75|  85| 200|  30|  55|  65|Encadenado  |Puño Férreo |Rev.metálico (rare)
209|SNUBBULL  |NORMAL           |  60|  80|  50|  30|  40|  40|Hidratación | -          |
210|GRANBULL  |NORMAL           |  90| 120|  75|  45|  60|  60|Levitación  | -          |
211|QWILFISH  |WATER/POISON     |  65|  95|  75|  85|  55|  55|Presión     | -          |Flecha Ven. (rare)
212|SCIZOR    |BUG/STEEL        |  70| 130| 100|  65|  55|  80|Presión     |Multitipo   |
213|SHUCKLE   |BUG/ROCK         |  20|  10| 230|   5|  10| 230|Imán        | -          |Baya Aranja (100%)
214|HERACROSS |BUG/FIGHTING     |  80| 125|  75|  85|  40|  95|Flexibilidad| -          |
215|SNEASEL   |DARK/ICE         |  55|  95|  55| 115|  35|  75|Enjambre    |Chorro Arena|Garra Garfio (common), Garra Rápida (rare)
216|TEDDIURSA |NORMAL           |  60|  80|  50|  40|  50|  50|Gélido      |Más         |
217|URSARING  |NORMAL           |  90| 130|  75|  55|  75|  75|Rompemoldes |Impulso     |
218|SLUGMA    |FIRE             |  40|  40|  40|  20|  70|  40|Piel Tosca  | -          |
219|MAGCARGO  |FIRE/ROCK        |  50|  50| 120|  30|  80|  80|Llovizna    |Energía Pura|
220|SWINUB    |ICE/GROUND       |  50|  50|  40|  50|  30|  30|Cura Natural| -          |
221|PILOSWINE |ICE/GROUND       | 100| 100|  80|  50|  60|  60|Adaptable   |Lodo Líquido|
222|CORSOLA   |WATER/ROCK       |  55|  55|  85|  35|  65|  85|Indefenso   |Ritmo Propio|Piedra Dura (rare)
223|REMORAID  |WATER            |  35|  65|  35|  65|  65|  35|Anticipación|Sebo        |
224|OCTILLERY |WATER            |  75| 105|  75|  45| 105|  75|Madrugar    | -          |
225|DELIBIRD  |ICE/FLYING       |  45|  55|  45|  75|  65|  45|Corte Fuerte| -          |
226|MANTINE   |WATER/FLYING     |  65|  40|  70|  70|  80| 140|Tumbos      |Mal Sueño   |
227|SKARMORY  |STEEL/FLYING     |  65|  80| 140|  70|  40|  70|Despiste    | -          |
228|HOUNDOUR  |DARK/FIRE        |  45|  60|  30|  65|  80|  50|Piel Seca   | -          |
229|HOUNDOOM  |DARK/FIRE        |  75|  90|  50|  95| 110|  80|Roca Sólida | -          |
230|KINGDRA   |WATER/DRAGON     |  75|  95|  95|  85|  95|  95|Entusiasmo  |Recogemiel  |Escamadragón (rare)
231|PHANPY    |GROUND           |  90|  60|  60|  40|  40|  40|Muro Mágico | -          |Baya Pasio (rare)
232|DONPHAN   |GROUND           |  90| 120| 120|  50|  60|  60|Despiste    |Predicción  |Baya Pasio (rare)
233|PORYGON2  |NORMAL           |  85|  80|  90|  60| 105|  95|Humo Blanco |Ojocompuesto|
234|STANTLER  |NORMAL           |  73|  95|  62|  85|  85|  65|Ausente     | -          |
235|SMEARGLE  |NORMAL           |  55|  20|  35|  75|  20|  45|Cambio Color|Cromolente  |
236|TYROGUE   |FIGHTING         |  35|  35|  35|  35|  35|  35|Sincronía   |Escudo Magma|
237|HITMONTOP |FIGHTING         |  50|  95|  95|  70|  35| 110|Hidratación |Cura Natural|
238|SMOOCHUM  |ICE/PSYCHIC      |  45|  30|  15|  65|  85|  65|Velo Agua   | -          |Baya Perasi (100%)
239|ELEKID    |ELECTRIC         |  45|  63|  37|  95|  65|  55|Manto Níveo | -          |Electrizador (rare)
240|MAGBY     |FIRE             |  45|  75|  37|  83|  70|  55|Presión     |Resquicio   |Magmatizador (rare)
241|MILTANK   |NORMAL           |  95|  80| 105| 100|  40|  70|Absor. Agua |Descarga    |Leche Mu-mu (100%)
242|BLISSEY   |NORMAL           | 255|  10|  10|  55|  75| 135|Rompemoldes |Espesura    |Piedra Oval (common), Huevo Suerte (rare)
243|RAIKOU    |ELECTRIC         |  90|  85|  75| 115| 115| 100|Escama Esp. | -          |
244|ENTEI     |FIRE             | 115| 115|  85| 100|  90|  75|Simple      |Multitipo   |
245|SUICUNE   |WATER            | 100|  75| 115|  85|  90| 115|Impulso     | -          |
246|LARVITAR  |ROCK/GROUND      |  50|  64|  50|  41|  45|  50|Intimidación| -          |
247|PUPITAR   |ROCK/GROUND      |  70|  84|  70|  51|  65|  70|Pies Rápidos| -          |
248|TYRANITAR |ROCK/DARK        | 100| 134| 110|  61|  95| 100|Alerta      | -          |
249|LUGIA     |PSYCHIC/FLYING   | 106|  90| 130| 110|  90| 154|Espír. Vital| -          |
250|HO-OH     |FIRE/FLYING      | 106| 130|  90|  90| 110| 154|Imán        |Absor. Agua |Cen. Sagrada (100%)
251|CELEBI    |PSYCHIC/GRASS    | 100| 100| 100| 100| 100| 100|Piel Seca   | -          |Baya Ziuela (100%)
252|TREECKO   |GRASS            |  40|  45|  35|  70|  65|  55|Intrépido   | -          |
253|GROVYLE   |GRASS            |  50|  65|  45|  95|  85|  65|Zoquete     |Impulso     |
