--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
111|RHYHORN   |GROUND/ROCK      |  80|  85|  95|  25|  30|  30|LODO LÍQUIDO|(?)         |P. AMARILLA (common)
112|RHYDON    |GROUND/ROCK      | 105| 130| 120|  40|  45|  45|ABSOR. AGUA |(?)         |
113|CHANSEY   |NORMAL           | 250|   5|   5|  50|  35| 105|INTIMIDACIÓN|ABSOR. FUEGO|MT08 (common)
114|TANGELA   |GRASS            |  65|  55| 115|  60| 100|  40|PIEL TOSCA  |CORTE FUERTE|
115|KANGASKHAN|NORMAL           | 105|  95|  80|  90|  40|  80|RASTRO      |(?)         |MINI SETA (common), AMULETO (rare)
116|HORSEA    |WATER            |  30|  40|  70|  60|  70|  25|LEVITACIÓN  |(?)         |
117|SEADRA    |WATER            |  55|  65|  95|  85|  95|  45|DESPISTE    |MAR LLAMAS  |MT05 (rare)
118|GOLDEEN   |WATER            |  45|  67|  60|  63|  35|  50|PUNTO TÓXICO|FOCO INTERNO|
119|SEAKING   |WATER            |  80|  92|  65|  68|  65|  80|PRESIÓN     |(?)         |MT32 (100%)
120|STARYU    |WATER            |  30|  45|  55|  85|  70|  55|MAR LLAMAS  |SEBO        |PIEDRA DURA (rare)
121|STARMIE   |WATER/PSYCHIC    |  60|  75|  85| 115| 100|  85|IMÁN        |(?)         |MT32 (rare)
122|MR. MIME  |PSYCHIC          |  40|  45|  65|  90| 100| 120|PUNTO TÓXICO|(?)         |
123|SCYTHER   |BUG/FLYING       |  70| 110|  80| 105|  55|  80|IMÁN        |INMUNIDAD   |P. AMARILLA (common), SUPERPOCIÓN (rare)
124|JYNX      |ICE/PSYCHIC      |  65|  50|  35|  95| 115|  95|HUMEDAD     |INTIMIDACIÓN|ZUMO DE BAYA (100%)
125|ELECTABUZZ|ELECTRIC         |  65|  83|  57| 105|  95|  85|VELO AGUA   |(?)         |
126|MAGMAR    |FIRE             |  65|  95|  57|  93| 100|  85|CAPARAZÓN   |SOMBRATRAMPA|PERLA GRANDE (100%)
127|PINSIR    |BUG              |  65| 125| 100|  85|  55|  70|ENERGÍA PURA|HEDOR       |CINTA FOCUS (common), ÉTER (rare)
128|TAUROS    |NORMAL           |  75| 100|  95| 110|  40|  70|DESPISTE    |ESPÍR. VITAL|
129|MAGIKARP  |WATER            |  20|  10|  55|  80|  15|  20|DESPISTE    |ESCUDO MAGMA|
130|GYARADOS  |WATER/FLYING     |  95| 125|  79|  81|  60| 100|RASTRO      |(?)         |MT15 (rare)
131|LAPRAS    |WATER/ICE        | 130|  85|  80|  60|  85|  95|RECOGIDA    |(?)         |
132|DITTO     |NORMAL           |  48|  48|  48|  48|  48|  48|VENTOSAS    |CACOFONÍA   |
133|EEVEE     |NORMAL           |  55|  55|  50|  55|  45|  65|BUCLE AIRE  |SINCRONÍA   |HIER. MENTAL (common), MT20 (rare)
134|VAPOREON  |WATER            | 130|  65|  60|  65| 110|  95|INSONORIZAR |MADRUGAR    |ESC. CORAZÓN (common), BOLA HUMO (rare)
135|JOLTEON   |ELECTRIC         |  65|  65|  60| 130| 110|  95|FUGA        |(?)         |
136|FLAREON   |FIRE             |  65| 130|  60|  65|  95| 110|ILUMINACIÓN |CACOFONÍA   |MT46 (common)
137|PORYGON   |NORMAL           |  65|  60|  70|  40|  85|  75|POTENCIA    |AUSENTE     |
138|OMANYTE   |ROCK/WATER       |  35|  40| 100|  35|  90|  55|HUMO BLANCO |(?)         |SUPERBALL (rare)
139|OMASTAR   |ROCK/WATER       |  70|  60| 125|  55| 115|  70|PREDICCIÓN  |(?)         |BAYA MELOC (rare)
140|KABUTO    |ROCK/WATER       |  30|  80|  90|  55|  55|  45|SEQUÍA      |ELEC. ESTÁT.|CARAMELORARO (rare)
141|KABUTOPS  |ROCK/WATER       |  60| 115| 105|  80|  65|  70|EFEC. ESPORA|(?)         |MT36 (common)
142|AERODACTYL|ROCK/FLYING      |  80| 105|  65| 130|  60|  75|VENTOSAS    |CURA NATURAL|
143|SNORLAX   |NORMAL           | 160| 110|  65|  30|  65| 110|ENJAMBRE    |(?)         |MALLA BALL (100%)
144|ARTICUNO  |ICE/FLYING       |  90|  85| 100|  85|  95| 125|FUGA        |(?)         |POLVO PLATA (common), HIERRO (rare)
145|ZAPDOS    |ELECTRIC/FLYING  |  90|  90|  85| 100| 125|  90|MENOS       |(?)         |TR. ESTRELLA (common)
146|MOLTRES   |FIRE/FLYING      |  90| 100|  90|  90| 125|  85|VELO ARENA  |(?)         |
147|DRATINI   |DRAGON           |  41|  64|  45|  50|  50|  50|ESPESURA    |EFEC. ESPORA|
148|DRAGONAIR |DRAGON           |  61|  84|  65|  70|  70|  70|ENTUSIASMO  |HEDOR       |
149|DRAGONITE |DRAGON/FLYING    |  91| 134|  95|  80| 100| 100|CACOFONÍA   |(?)         |
150|MEWTWO    |PSYCHIC          | 106| 110|  90| 130| 154|  90|MUDAR       |(?)         |
151|MEW       |PSYCHIC          | 100| 100| 100| 100| 100| 100|CURA NATURAL|SINCRONÍA   |PIEDRA SOLAR (100%)
152|CHIKORITA |GRASS            |  45|  49|  65|  45|  49|  65|RECOGIDA    |(?)         |MT11 (common), ANTIHIELO (rare)
153|BAYLEEF   |GRASS            |  60|  62|  80|  60|  63|  80|VISTA LINCE |ENJAMBRE    |
154|MEGANIUM  |GRASS            |  80|  82| 100|  80|  83| 100|GRAN ENCANTO|(?)         |FL. BLANCA (rare)
155|CYNDAQUIL |FIRE             |  39|  52|  43|  65|  60|  50|VELO AGUA   |RASTRO      |
156|QUILAVA   |FIRE             |  58|  64|  58|  80|  80|  65|VELO AGUA   |(?)         |HECHIZO (rare)
157|TYPHLOSION|FIRE             |  78|  84|  78| 100| 109|  85|POTENCIA    |VISCOSIDAD  |FL. BLANCA (rare)
158|TOTODILE  |WATER            |  50|  65|  64|  43|  44|  48|PARARRAYOS  |(?)         |POKé BALL (rare)
159|CROCONAW  |WATER            |  65|  80|  80|  58|  59|  63|HUMO BLANCO |(?)         |
160|FERALIGATR|WATER            |  85| 105| 100|  78|  79|  83|FUGA        |MÁS         |CUCHARA TOR (rare)
161|SENTRET   |NORMAL           |  35|  46|  34|  20|  35|  45|AUSENTE     |TRAMPA ARENA|
162|FURRET    |NORMAL           |  85|  76|  64|  90|  45|  55|CLOROFILA   |(?)         |MT13 (100%)
163|HOOTHOOT  |NORMAL/FLYING    |  60|  30|  30|  50|  36|  56|LEVITACIÓN  |(?)         |
164|NOCTOWL   |NORMAL/FLYING    | 100|  50|  50|  70|  76|  96|RECOGIDA    |(?)         |MT21 (common)
165|LEDYBA    |BUG/FLYING       |  40|  20|  30|  55|  40|  80|VELO AGUA   |GRAN ENCANTO|
166|LEDIAN    |BUG/FLYING       |  55|  35|  50|  85|  55| 110|ROBUSTEZ    |SINCRONÍA   |
167|SPINARAK  |BUG/POISON       |  40|  60|  40|  30|  40|  40|RASTRO      |(?)         |
168|ARIADOS   |BUG/POISON       |  70|  90|  70|  40|  60|  60|DESPISTE    |LEVITACIÓN  |MT41 (100%)
169|CROBAT    |POISON/FLYING    |  85|  90|  80| 130|  70|  80|CAMBIO COLOR|(?)         |
170|CHINCHOU  |WATER/ELECTRIC   |  75|  38|  38|  67|  56|  56|CHORRO ARENA|CUERPO PURO |
171|LANTURN   |WATER/ELECTRIC   | 125|  58|  58|  67|  76|  76|DESPISTE    |(?)         |
172|PICHU     |ELECTRIC         |  20|  40|  15|  60|  35|  35|ILUMINACIÓN |FOCO INTERNO|
173|CLEFFA    |NORMAL           |  50|  25|  28|  15|  45|  55|POTENCIA    |CLOROFILA   |SETA GRANDE (common)
174|IGGLYBUFF |NORMAL           |  90|  30|  15|  15|  40|  20|VISTA LINCE |FLEXIBILIDAD|
175|TOGEPI    |NORMAL           |  35|  20|  65|  20|  40|  65|CAMBIO COLOR|CURA NATURAL|PRECISIÓN X (common), LUJO BALL (rare)
176|TOGETIC   |NORMAL/FLYING    |  55|  40|  85|  40|  80| 105|ENERGÍA PURA|(?)         |MT03 (rare)
177|NATU      |PSYCHIC/FLYING   |  40|  50|  45|  70|  70|  45|CHORRO ARENA|(?)         |
178|XATU      |PSYCHIC/FLYING   |  65|  75|  70|  95|  95|  70|ABSOR. AGUA |CAMBIO COLOR|REPELENTE (common)
179|MAREEP    |ELECTRIC         |  55|  40|  40|  35|  65|  45|ABSOR. ELEC.|FOCO INTERNO|
180|FLAAFFY   |ELECTRIC         |  70|  55|  55|  45|  80|  60|ESPESURA    |(?)         |
181|AMPHAROS  |ELECTRIC         |  90|  75|  75|  55| 115|  90|FOCO INTERNO|(?)         |MT46 (rare)
182|BELLOSSOM |GRASS            |  75|  80|  85|  50|  90| 100|HUMO BLANCO |(?)         |
183|MARILL    |WATER            |  70|  20|  50|  40|  20|  50|ACLIMATACIÓN|(?)         |MT42 (100%)
184|AZUMARILL |WATER            | 100|  50|  80|  50|  50|  80|LEVITACIÓN  |LLOVIZNA    |LIMONADA (rare)
185|SUDOWOODO |ROCK             |  70| 100| 115|  30|  30|  65|EFEC. ESPORA|(?)         |BAYA ZIUELA (common)
186|POLITOED  |WATER            |  90|  75|  75|  70|  90| 100|RECOGIDA    |(?)         |
187|HOPPIP    |GRASS/FLYING     |  35|  35|  40|  50|  35|  55|PREDICCIÓN  |(?)         |GALLETA LAVA (rare)
188|SKIPLOOM  |GRASS/FLYING     |  55|  45|  50|  80|  45|  65|TRAMPA ARENA|(?)         |
189|JUMPLUFF  |GRASS/FLYING     |  75|  55|  70| 110|  55|  85|RITMO PROPIO|(?)         |
190|AIPOM     |NORMAL           |  55|  70|  55|  85|  40|  55|HEDOR       |(?)         |MT42 (common), C. CARDUMEN (rare)
191|SUNKERN   |GRASS            |  30|  30|  30|  30|  30|  30|CURA LLUVIA |CORTE FUERTE|
192|SUNFLORA  |GRASS            |  75|  75|  55|  30| 105|  85|MUDAR       |(?)         |
193|YANMA     |BUG/FLYING       |  65|  65|  45|  95|  75|  45|ENJAMBRE    |PRESIÓN     |
194|WOOPER    |WATER/GROUND     |  55|  45|  45|  15|  25|  25|MAR LLAMAS  |(?)         |
195|QUAGSIRE  |WATER/GROUND     |  95|  85|  85|  35|  65|  65|ARMAD. BAT. |ELEC. ESTÁT.|ZUMO DE BAYA (common)
196|ESPEON    |PSYCHIC          |  65|  65|  60| 110| 130|  95|SEQUÍA      |FUGA        |FLAUTA ROJA (rare)
197|UMBREON   |DARK             |  95|  65| 110|  65|  60| 130|PREDICCIÓN  |POTENCIA    |POLVO BRILLO (common), MT14 (rare)
198|MURKROW   |DARK/FLYING      |  60|  85|  42|  91|  85|  42|VISCOSIDAD  |(?)         |
199|SLOWKING  |WATER/PSYCHIC    |  95|  75|  80|  30| 100| 110|ESPESURA    |(?)         |PIEDRA SOLAR (common), BAYA ZREZA (rare)
200|MISDREAVUS|GHOST            |  60|  60|  60|  85|  85|  85|VISCOSIDAD  |INTIMIDACIÓN|BOLA HUMO (rare)
201|UNOWN     |PSYCHIC          |  48|  72|  48|  48|  72|  48|VELO AGUA   |AGALLAS     |HIERBA REV. (common)
202|WOBBUFFET |PSYCHIC          | 190|  33|  58|  33|  33|  58|MÁS         |(?)         |ACOPIO BALL (common), PAÑUELO SEDA (rare)
203|GIRAFARIG |NORMAL/PSYCHIC   |  70|  80|  65|  85|  90|  65|HUMEDAD     |(?)         |MT39 (rare)
204|PINECO    |BUG              |  50|  65|  90|  15|  35|  35|ESPESURA    |(?)         |
205|FORRETRESS|BUG/STEEL        |  75|  90| 140|  40|  60|  60|VISTA LINCE |ILUMINACIÓN |
206|DUNSPARCE |NORMAL           | 100|  70|  70|  45|  65|  65|FOCO INTERNO|ESCAMA ESP. |
207|GLIGAR    |GROUND/FLYING    |  65|  75| 105|  85|  35|  65|IMPULSO     |(?)         |MT34 (common)
208|STEELIX   |STEEL/GROUND     |  75|  85| 200|  30|  55|  65|LLOVIZNA    |(?)         |
209|SNUBBULL  |NORMAL           |  60|  80|  50|  30|  40|  40|ESCAMA ESP. |CUERPO LLAMA|AMULETO (100%)
210|GRANBULL  |NORMAL           |  90| 120|  75|  45|  60|  60|CAPARAZÓN   |(?)         |
211|QWILFISH  |WATER/POISON     |  65|  95|  75|  85|  55|  55|RECOGIDA    |(?)         |
212|SCIZOR    |BUG/STEEL        |  70| 130| 100|  65|  55|  80|INMUNIDAD   |(?)         |ESC. CORAZÓN (rare)
213|SHUCKLE   |BUG/ROCK         |  20|  10| 230|   5|  10| 230|RECOGIDA    |CURA NATURAL|PIEDRA LUNAR (100%)
214|HERACROSS |BUG/FIGHTING     |  80| 125|  75|  85|  40|  95|TRAMPA ARENA|(?)         |ELIXIR MÁX. (rare)
215|SNEASEL   |DARK/ICE         |  55|  95|  55| 115|  35|  75|ACLIMATACIÓN|HEDOR       |
216|TEDDIURSA |NORMAL           |  60|  80|  50|  40|  50|  50|LODO LÍQUIDO|ENJAMBRE    |MT30 (common), MT49 (rare)
217|URSARING  |NORMAL           |  90| 130|  75|  55|  75|  75|NADO RÁPIDO |(?)         |
218|SLUGMA    |FIRE             |  40|  40|  40|  20|  70|  40|LLOVIZNA    |ESCAMA ESP. |
219|MAGCARGO  |FIRE/ROCK        |  50|  50| 120|  30|  80|  80|DICHA       |INSOMNIO    |MT35 (common)
220|SWINUB    |ICE/GROUND       |  50|  50|  40|  50|  30|  30|INTIMIDACIÓN|PREDICCIÓN  |
221|PILOSWINE |ICE/GROUND       | 100| 100|  80|  50|  60|  60|IMPULSO     |RITMO PROPIO|PIEDRA FUEGO (common)
222|CORSOLA   |WATER/ROCK       |  55|  55|  85|  35|  65|  85|ACLIMATACIÓN|ENTUSIASMO  |INCIE. MAR. (rare)
223|REMORAID  |WATER            |  35|  65|  35|  65|  65|  35|RECOGIDA    |(?)         |
224|OCTILLERY |WATER            |  75| 105|  75|  45| 105|  75|CACOFONÍA   |SEBO        |
